catvod,#genre#
中天新聞 CTI News,http://23.128.116.71:5589/live.php?id=ctinews&h=23.128.116.71&p=22364&token=1768708956.42ffa4f3af0e85ea9683848e63d77184d6951a11924d067b593763b2b7f8af72
非凡新聞台,http://23.128.116.71:5589/live.php?id=feifannews_twn&h=23.128.116.71&p=22364&token=1768708956.9747fd03490c07aef287ca8b3126bf6f2de4f743ca78d0eb7e6ccadac1477fd6
台視新聞台 TTV News,http://23.128.116.71:5589/live.php?id=ttvnews_twn&h=23.128.116.71&p=22364&token=1768708956.8d3a102548d2d60b17f3a800e321a6cfc97b465077a09ad505a3081c4ad72a4c
民視新聞台 FTV News,http://23.128.116.71:5589/live.php?id=ftvnew_taiwan&h=23.128.116.71&p=22364&token=1768708956.ec9b0021b3ad43b065642c6ec087fe8a285c1b28246ac1bd8d24eb9a926d5c00
Al_Jazeera,http://23.128.116.71:5589/live.php?id=Aljazeera&h=23.128.116.71&p=22364&token=1768708956.d85c30e6fe80a039c5e998a1dc76d6299d9d6e5ea6ff1037cb417d13f40ef7df
寰宇新聞台,http://23.128.116.71:5589/live.php?id=huanyuxinwen_twn&h=23.128.116.71&p=22364&token=1768708956.83db2ee8bca1b9fcae36895cacf8b692027136759dabed63577e6d437b6c36c5
中視新聞台,http://23.128.116.71:5589/live.php?id=zhongshinews_twn&h=23.128.116.71&p=22364&token=1768708956.f407b648378e25bed70c261eccb2de988278d56310803c404c5a538db6ca7862
CNN,http://23.128.116.71:5589/live.php?id=Cnn&h=23.128.116.71&p=22364&token=1768708956.51f3752819d3c3baac94e1b133aa8694901a4cbe55352349b05db43adeaceb50
CNN backup,http://23.128.116.71:5589/live.php?id=cnn_twn&h=23.128.116.71&p=22364&token=1768708956.02141eb6a95407c07921cfbb8b3a74aa160256e8cd3e4d7c652be78b20757933
BBC World News,http://23.128.116.71:5589/live.php?id=Bbcnews&h=23.128.116.71&p=22364&token=1768708956.2cabcfd9ef621f76751bbb0cdea0b178e88044e44e8b3bda91f21fa6a1463623
BBC World News,http://23.128.116.71:5589/live.php?id=Bbcnews&h=23.128.116.71&p=22364&token=1768708956.2cabcfd9ef621f76751bbb0cdea0b178e88044e44e8b3bda91f21fa6a1463623
CNBC,http://23.128.116.71:5589/live.php?id=Cnbc&h=23.128.116.71&p=22364&token=1768708956.edd5e17309eda3dfacc1703bcd413f1e7167c59848483b04770b30d16074e550
Bloomberg TV,http://23.128.116.71:5589/live.php?id=Bloomberg&h=23.128.116.71&p=22364&token=1768708956.f8f80062b27ab71e8a5c1b154bdc047b0e704e399ae7cff1d657b7ca79ed1502
CNA,http://23.128.116.71:5589/live.php?id=cna&h=23.128.116.71&p=22364&token=1768708956.c347094aa9ddcb46ccc333fcf35865af1fcafc014b258164529c7f1cc1e85568
DW,http://23.128.116.71:5589/live.php?id=Dw&h=23.128.116.71&p=22364&token=1768708956.9dd7e190c63088f4bbe5e052a060b39874c461cb83bd0589e320be6916bfc170
France 24,http://23.128.116.71:5589/live.php?id=france24_twn&h=23.128.116.71&p=22364&token=1768708956.59b27e389cc3e3304b45d4042dab54e544be581f0db8df4d7c391459ef794473
France 24,http://23.128.116.71:5589/live.php?id=France24&h=23.128.116.71&p=22364&token=1768708956.f10135d3dbe73110ca53a4beed63371adea51e6b650260c355e5966b79ae3200
Skynews,http://23.128.116.71:5589/live.php?id=Skynews&h=23.128.116.71&p=22364&token=1768708956.56eec1316d530311e44b06e555776b964eabd7c28cef7faa3274b4f263667794
Skynews,http://23.128.116.71:5589/live.php?id=skynews_twn&h=23.128.116.71&p=22364&token=1768708956.e8a041677682515ee70aac991a1367fb4614e721be21f7c0c9edc761708b4ff9
NHK Premium,http://23.128.116.71:5589/live.php?id=NHKpremium&h=23.128.116.71&p=22364&token=1768708956.47a1a7f1d252410f09817bf4bc72310d3779361fc2cae2a22fc1e070375c15ca
TVRi National,http://23.128.116.71:5589/live.php?id=TVRI&h=23.128.116.71&p=22364&token=1768708956.712dae9f62c9c7698fbda320f368175df439b4067fb374b6424cff15cde9bd4a
RCTI,http://23.128.116.71:5589/live.php?id=Rcti&h=23.128.116.71&p=22364&token=1768708956.c60e8e2c58a6f6d4120a21cc9df622de93cfeea0c0d2585628169d35bb184432
Kompass TV,http://23.128.116.71:5589/live.php?id=Kompass&h=23.128.116.71&p=22364&token=1768708956.50b8f088bbff8ca8718eb903a97dc2044f0e4da051fc914fb526d1ceb62e7181
Berita Satu,http://23.128.116.71:5589/live.php?id=BeritaSatu_eko&h=23.128.116.71&p=22364&token=1768708956.e76f6802a8397f475251293f741a4935c4fd42ba53daf54d8cf0ab9eec1d73ba
Indosiar HD,http://23.128.116.71:5589/live.php?id=Indosiar&h=23.128.116.71&p=22364&token=1768708956.529aa75a1ab2d4b664c401e66bf1050f4f5b1167cd059bd043db83797d20078e
Metro TV,http://23.128.116.71:5589/live.php?id=metrotv_eko&h=23.128.116.71&p=22364&token=1768708956.a9d39a21e10c8c034dd628868836c6f8cd0f232c5a46223315670cbacfdfa482
SCTV,http://23.128.116.71:5589/live.php?id=SCTV&h=23.128.116.71&p=22364&token=1768708956.ebfcb1a9b1eddf73604a964f6f4e33bff5cd3e3a7c1454b9e68a98fa8a2cf6cf
AnTV,http://23.128.116.71:5589/live.php?id=Antv&h=23.128.116.71&p=22364&token=1768708956.bc8648e877c6581ac6ce8ac9bee5f29a2ce8a98387a049493b62b84399002f88
MNC TV,http://23.128.116.71:5589/live.php?id=Mnctv&h=23.128.116.71&p=22364&token=1768708956.f9efaea26991181038fe25f19a81863347b6564bc6f3141bac305bf254b92e91
Trans 7,http://23.128.116.71:5589/live.php?id=Trans7_eko&h=23.128.116.71&p=22364&token=1768708956.2c3145d2aa1911bcb44339cfc9fd8eedfef6c43099b3db9ee428dad77274b6a4
Transtv,http://23.128.116.71:5589/live.php?id=Transtv&h=23.128.116.71&p=22364&token=1768708956.85591f391bd7f76c09919413e5aaf58cae7e44541f458bc40a742f9a6cba7d5e
JTV,http://23.128.116.71:5589/live.php?id=JTV_eko&h=23.128.116.71&p=22364&token=1768708956.f70bb4f429ad8e053203e3ec5b4c5417c6a20f2a8a3307d6007c78ecf89d0be0
Cinemax,http://23.128.116.71:5589/live.php?id=Cinemax&h=23.128.116.71&p=22364&token=1768708956.e063f72fe70b6fdd6bb34ef32ce5767cc3b3ad10b210092691625d5442731b86
Tvone,http://23.128.116.71:5589/live.php?id=Tvone&h=23.128.116.71&p=22364&token=1768708956.165e3fdc0c5775783a7ac005873208e180a973a540091b3407aea7a2069ae11b
TVMU,http://23.128.116.71:5589/live.php?id=TVMU_eko&h=23.128.116.71&p=22364&token=1768708956.2e990161e1afc907c6ea110dcdad4afd2ce87b1b8669918593e23988bab5d04b
GTV,http://23.128.116.71:5589/live.php?id=Gtv&h=23.128.116.71&p=22364&token=1768708956.830954e94b5dac6c56d06a2df3913d96cb57bdfeb514a4f656e42b4f1f341dbf
RTV,http://23.128.116.71:5589/live.php?id=Rtv&h=23.128.116.71&p=22364&token=1768708956.7850fb033a3871e8d57f6c0f05e231922be26c9d0e718b41b4d4ad58c61c6353
Jak TV,http://23.128.116.71:5589/live.php?id=JakTV&h=23.128.116.71&p=22364&token=1768708956.fec912f376f057d9bd71f6709e0f3563b862ea631a63dc95c125fafb4cf9554e
iNews TV,http://23.128.116.71:5589/live.php?id=Inewstv&h=23.128.116.71&p=22364&token=1768708956.9fc40ed04ec090e2e06f0fc19d684b2e6703bfb5f61f9b75b6059b72543e30e9
Daai TV,http://23.128.116.71:5589/live.php?id=DaaiTV&h=23.128.116.71&p=22364&token=1768708956.187999ced20706bf7a12b54fc8f111b5a78a1ebb30b37a248fdc6a35d7de9fb8
Net TV,http://23.128.116.71:5589/live.php?id=NetTV&h=23.128.116.71&p=22364&token=1768708956.d8036083454cd11c015767e3148a2d57e4b5c1c6630ab77b5722931eb68e6f07
Animax,http://23.128.116.71:5589/live.php?id=Animax&h=23.128.116.71&p=22364&token=1768708956.da53e1727acb89519f519e8decd38e157df98a9d34d1b60fea25569dc26b1719
EWTN,http://23.128.116.71:5589/live.php?id=Ewtn&h=23.128.116.71&p=22364&token=1768708956.241b5ac59bc7ccb5c00a65d0c0df041711aa083cd7d0873a569d62ead4318c96
AlQuran AlKareem,http://23.128.116.71:5589/live.php?id=Alkareem&h=23.128.116.71&p=22364&token=1768708956.28bd7ae0781cbd50548ac615ca8e232d9782cc3a41777b07206bf8b03f165ed6
Tawaf TV,http://23.128.116.71:5589/live.php?id=TawafTV&h=23.128.116.71&p=22364&token=1768708956.801e6a14da738edfd2c3b873bf90fd461ff74e5874831830da4969c6eefb2374
Vision Prime,http://23.128.116.71:5589/live.php?id=VisionPrime&h=23.128.116.71&p=22364&token=1768708956.5befc36cc380c80dd1fe2ac2233de8c2ec16c70dac5a9d1d026b69c0d6b7f345
Muslim TV,http://23.128.116.71:5589/live.php?id=MuslimTV&h=23.128.116.71&p=22364&token=1768708956.7da6834bc2b7b73be080040db11fb881ecc597ce00c557e883edae9614f1f4a9
Music TV,http://23.128.116.71:5589/live.php?id=MusicTV&h=23.128.116.71&p=22364&token=1768708956.6de27de23b84e85e6f4fc3c0e5a65163996758453baf68ad676eeef7f0f25682
Lifestyle&Fashion,http://23.128.116.71:5589/live.php?id=Lifestyle&h=23.128.116.71&p=22364&token=1768708956.7c456d4824b02b6e7e448dd1895f66f07cbf0d91a1708538765d2056a1de08c5
Entertain,http://23.128.116.71:5589/live.php?id=Entertain&h=23.128.116.71&p=22364&token=1768708956.b2e7f4a0931d6489cb0eb77e993a2fbaf2883b71929567c398b391e44940ae41
Hits,http://23.128.116.71:5589/live.php?id=Hits&h=23.128.116.71&p=22364&token=1768708956.6ac8a7fa96e3a484066cfc19c28d7d4344d01921299f3fcb2044197a37651b20
Warner TV,http://23.128.116.71:5589/live.php?id=WarnerTV&h=23.128.116.71&p=22364&token=1768708956.f63682db738ac8fd54711754823c87220c863d74da580d656b217f408d74ffc0
Fight Sports,http://23.128.116.71:5589/live.php?id=Fs&h=23.128.116.71&p=22364&token=1768708956.a4423bd1e30ed91b459d8fcf427f93f5b19df1c88c7a38cd8185e7fdf856c306
SCM,http://23.128.116.71:5589/live.php?id=Weishimovie&h=23.128.116.71&p=22364&token=1768708956.5dc7dfc0b124eabcf26f200cfff59182f0e67a5b015aeb02b9736b2f98e8c821
Thrill,http://23.128.116.71:5589/live.php?id=Thrill&h=23.128.116.71&p=22364&token=1768708956.a04f71bfe66cd91d278613f929f29808b7259fbeb780ae83d1fff78c0ef903ad
Hits Movie,http://23.128.116.71:5589/live.php?id=Hitsmovie&h=23.128.116.71&p=22364&token=1768708956.86767ab591a410da29de945c419ca4dbc8bd59420cccdcb33fcb8ad6ef9777e9
tvN Movie,http://23.128.116.71:5589/live.php?id=Tvnmovie&h=23.128.116.71&p=22364&token=1768708956.a868e7859b52988692b90a1307f1230104d12626271b074f5810ae638ff4a4ad
One,http://23.128.116.71:5589/live.php?id=One&h=23.128.116.71&p=22364&token=1768708956.43b3abc00858be35fa2b6597b178697fad95b8f22bd62629c6b28029ec90c48c
天映頻道Celestial Movies,http://23.128.116.71:5589/live.php?id=Celestialindo&h=23.128.116.71&p=22364&token=1768708956.9dcace76023b12f2061a7873e1f37f5ea7448c51bc020472fb8de809b438ac7f
Rock Actions,http://23.128.116.71:5589/live.php?id=Rockaction&h=23.128.116.71&p=22364&token=1768708956.91d717839ce9686cf0b96d24b2875e249f052ccfdbb4a05799198bfdc81dbc2e
Rock Entertainment,http://23.128.116.71:5589/live.php?id=Rockentertain&h=23.128.116.71&p=22364&token=1768708956.ef00e6a930e1ddbecfe4dae43ecb023a78facaeef9c7d4bdf023fc5515257abc
CCTV-1 綜合,http://23.128.116.71:5589/live.php?id=cctv1&h=23.128.116.71&p=22364&token=1768708956.3351febff58adc21300571b9a030082f1a43a3561844d676975fb266ce945250
CCTV-2 財經,http://23.128.116.71:5589/live.php?id=cctv2&h=23.128.116.71&p=22364&token=1768708956.9192acf59c83f8d0af6c2ef5b86b748d55f5c846e9d5b85512940d6986f7702a
CCTV-3 綜藝,http://23.128.116.71:5589/live.php?id=cctv3&h=23.128.116.71&p=22364&token=1768708956.d6d5e4731b1138068f08adc8f1954f49465bbf01f7eff7e34cd9cdf3202c9c63
CCTV-4 中文國際,http://23.128.116.71:5589/live.php?id=Cctv4&h=23.128.116.71&p=22364&token=1768708956.6fda50f824cfa267ff7e45616926b316a4ab590abfec39536b1d297a7f9232c6
CCTV-4 中文國際 (備:1),http://23.128.116.71:5589/live.php?id=cctv4&h=23.128.116.71&p=22364&token=1768708956.3798bf3f62dcb449872dd6d04b4a8eca739284729b4926ec159c613fe7473ba5
CCTV-6 電影,http://23.128.116.71:5589/live.php?id=cctv6&h=23.128.116.71&p=22364&token=1768708956.d120e46c92ccd9fb7f5646b3e6771c6abf448f5fa322253036710ff22015784c
CCTV-7 軍事農業,http://23.128.116.71:5589/live.php?id=cctv7&h=23.128.116.71&p=22364&token=1768708956.202bddfe402772b5bb25ba70114f1f20f531cba9b79231bcc53c9e0451e646ab
CCTV-8 電視劇,http://23.128.116.71:5589/live.php?id=cctv8hd&h=23.128.116.71&p=22364&token=1768708956.c3a18d739b1ad5418bf399245bf5fbc9309a084ba8e89b07075b12381c7fd875
CCTV-9 紀錄,http://23.128.116.71:5589/live.php?id=cctv9hd&h=23.128.116.71&p=22364&token=1768708956.c0f66cf005e082678d8b2a319f95c534b018e42c86662d6703347a9894a6b510
CCTV-10 科教,http://23.128.116.71:5589/live.php?id=cctv10hd&h=23.128.116.71&p=22364&token=1768708956.dbd484d269db77b4642690366f41292537e937e795c9621968261b60b885b6a4
CCTV-11 戲曲,http://23.128.116.71:5589/live.php?id=cctv11&h=23.128.116.71&p=22364&token=1768708956.0b3863e2badc2f9a3e3549ab970d44e2467a3a73f16f6be565fb5ba7864eba6a
CCTV-12 社會與法,http://23.128.116.71:5589/live.php?id=cctv12&h=23.128.116.71&p=22364&token=1768708956.a44914eb66c1db17dbb2b601cc9c6d4cc4655bb2ec273d3a0d60fa0e09e010dd
CCTV-14 少兒,http://23.128.116.71:5589/live.php?id=cctv14&h=23.128.116.71&p=22364&token=1768708956.63a5317275a2efe324c46c5a7cf5c45c7b2876d5837566af4b91991c790953bb
CCTV-15 音樂,http://23.128.116.71:5589/live.php?id=cctv15&h=23.128.116.71&p=22364&token=1768708956.cb911cbd76b04e2909d7ce935a68630d6c0c908ae6cfccedff26df895af1a7b8
湖南卫视,http://23.128.116.71:5589/live.php?id=hunan_twn&h=23.128.116.71&p=22364&token=1768708956.20a454be27955a35923b8296955d04f98936a2cab467f587574954538f9cd416
浙江卫视,http://23.128.116.71:5589/live.php?id=zhejiang_twn&h=23.128.116.71&p=22364&token=1768708956.470b8e9e968b3db1220d757e431628204991b2b78b992f4172356a7190d795b3
江苏卫视,http://23.128.116.71:5589/live.php?id=jiangsu_twn&h=23.128.116.71&p=22364&token=1768708956.b33baa739be7771f23d4be4cb36bc70b43c36bf4c52cfddf8e499d415fdbad90
CCTV-13 新聞與頻道,http://23.128.116.71:5589/live.php?id=cctv13&h=23.128.116.71&p=22364&token=1768708956.289d6924e35828e5e10ca48f3683ab84d62545f640fa208047f6eed1287e4ddf
深圳卫视,http://23.128.116.71:5589/live.php?id=shenzhen&h=23.128.116.71&p=22364&token=1768708956.f9136d162c31d5f591860710974cfff309e6980bfd0d594ed525cb9a362574d8
福建东南卫视,http://23.128.116.71:5589/live.php?id=fujian&h=23.128.116.71&p=22364&token=1768708956.291ab6ff58dc6d2dbd30871192f20d038fa6fa859e4479e9e57331ec8d81d82c
广东南方卫视,http://23.128.116.71:5589/live.php?id=nanfang_twn&h=23.128.116.71&p=22364&token=1768708956.25a6331fa613f7df622c5fe67a02bb1d207e7c551f3aa6dda12a351eed2fb176
广东卫视,http://23.128.116.71:5589/live.php?id=guangdongweishi_twn&h=23.128.116.71&p=22364&token=1768708956.a9009b7b41bacd84078ec3c1dab3cc2868e3fcab85748ebae3d72848b7ed8d02
北京卫视,http://23.128.116.71:5589/live.php?id=beijing&h=23.128.116.71&p=22364&token=1768708956.dd707eecebbd9ba6b726851a801c0f294e4d08c46138fdc561279a96f979ba0b
珠江台,http://23.128.116.71:5589/live.php?id=zhujiang&h=23.128.116.71&p=22364&token=1768708956.a5172e17313cf3af3629415850bcc8bf72f1b3fb2c8d28eae56187954e507ec1
广西卫视,http://23.128.116.71:5589/live.php?id=guangxi&h=23.128.116.71&p=22364&token=1768708956.086bbef8764f19872430af89fd9e7bcad5e8619a14b533f04ebb77cc97e786d2
CGTN,http://23.128.116.71:5589/live.php?id=CGTN&h=23.128.116.71&p=22364&token=1768708956.68b6b36a6dc10b7380542b51ab8d9a9ab10f678ab7b6eb907eac4f58377be1b7
湖北卫视,http://23.128.116.71:5589/live.php?id=hubei&h=23.128.116.71&p=22364&token=1768708956.0ed052e23b684a77f8949b651f9a9ebe45be8998f65c5497a44dbd9a861d92fb
四川卫视,http://23.128.116.71:5589/live.php?id=sichuan_twn&h=23.128.116.71&p=22364&token=1768708956.eedebd091b14d46300d82ef18f491800a7c5dcb9b1067cd4b1c652e74684c2b1
CCTV-5 體育,http://23.128.116.71:5589/live.php?id=cctv5&h=23.128.116.71&p=22364&token=1768708956.fb114003d0de4465e4902a02ee2d0ed60c555f8bc36ec96ef9d2f9cfa81ad85b
CCTV-5+ 體育,http://23.128.116.71:5589/live.php?id=cctv5plus&h=23.128.116.71&p=22364&token=1768708956.331927fadbbd0c07326b094936e7e1f4ecc3554793fa5802a65732411e2fd560
东方卫视,http://23.128.116.71:5589/live.php?id=dongfangweishi_twn&h=23.128.116.71&p=22364&token=1768708956.9a385d8eb2e24b77fd43aaa7e492c63ee9655755747a03b7411cabf04e69e02c
凤凰卫视,http://23.128.116.71:5589/live.php?id=phoenixtv_hd&h=23.128.116.71&p=22364&token=1768708956.751e3083027a08f3ab01a22403487a835eaba9a6247130971919a80724b7d236
鳳凰資訊,http://23.128.116.71:5589/live.php?id=phoenixinfo_hd&h=23.128.116.71&p=22364&token=1768708956.c3c85cd8272611b1698661cc2efc291d9b004b69a3b731414ba573518c2db3b2
Arirang HD,http://23.128.116.71:5589/live.php?id=arirang_twn&h=23.128.116.71&p=22364&token=1768708956.70263d1d7b5990d0b8c2c2f6f6e60033d0aaee16c69d2f4cb327d6485986d64a
Yonhap News,http://23.128.116.71:5589/live.php?id=yonhapnews_korea&h=23.128.116.71&p=22364&token=1768708956.f7d71885d87b9810c1c83b25a08affa7c91682ceab0ec6355117fd578161d796
CBS,http://23.128.116.71:5589/live.php?id=cbs_korea&h=23.128.116.71&p=22364&token=1768708956.e58e62154d4f94037554450cbe21b89b2952077988fe8bd9a68a0c6a1f02dda4
EBS 1,http://23.128.116.71:5589/live.php?id=ebs1_korea&h=23.128.116.71&p=22364&token=1768708956.cfa5288f98d81a17928f516fb158d837bf1a0bf38b705dd274d155f86410c493
EBS2,http://23.128.116.71:5589/live.php?id=ebs2_korea&h=23.128.116.71&p=22364&token=1768708956.929bd3b23e9ddc3f2145ba3e95160c2b88f9e782d48490c2da3e87436f97e765
EBS Plus2,http://23.128.116.71:5589/live.php?id=ebsplus2_korea&h=23.128.116.71&p=22364&token=1768708956.7b71dafdb970006aec3041cb35c91ffb66ad5c9282bb9feaec5beafc6a0e3a6c
SBS Plus,http://23.128.116.71:5589/live.php?id=sbsplus_korea&h=23.128.116.71&p=22364&token=1768708956.71afa39b20329d758ad0e23eaadd74a6b23e83bff7c09c23c7c3c9ed8cbc4d05
YTN,http://23.128.116.71:5589/live.php?id=ytn_korea&h=23.128.116.71&p=22364&token=1768708956.71a81fd46fd169d75d05e53e4e4687846321034043d12bcd9780afe09801a942
KBS World 24,http://23.128.116.71:5589/live.php?id=kbsworld24_korea&h=23.128.116.71&p=22364&token=1768708956.150ff4eb0a6d379dabea70cf3f09f69fd8b898c4445dd0fc1fdc9cad6a2a0f27
YTN Science,http://23.128.116.71:5589/live.php?id=ytnscience_korea&h=23.128.116.71&p=22364&token=1768708956.920d83d2724804c1cf9c9cefeb9b4ad9e0f4b0d3c5449afd0555c4b1af9b4c98
YTN Korean,http://23.128.116.71:5589/live.php?id=ytnkorean_korea&h=23.128.116.71&p=22364&token=1768708956.57c8491e89d0aea5da24292c398fd873919d1b7c1c34a89fade6a62129db64e7
YTN DMB,http://23.128.116.71:5589/live.php?id=ytndmb_korea&h=23.128.116.71&p=22364&token=1768708956.60e476252e00135700ac65ab09d8cd46f48c70dfa328e58fc4e526a07ecbaaf7
Apps TV,http://23.128.116.71:5589/live.php?id=appongoogle_korea&h=23.128.116.71&p=22364&token=1768708956.212eb260b89fb6ca2e3c3c2b8ab97aa647f30f0a218401595fb2ec3e67917483
All the Kpop,http://23.128.116.71:5589/live.php?id=allthekpop_korea&h=23.128.116.71&p=22364&token=1768708956.0f75f06cab7f170a1807483c7a01aae88b31715f54661f5e77e963cada6b23c0
J the Kpop,http://23.128.116.71:5589/live.php?id=jthekpop_korea&h=23.128.116.71&p=22364&token=1768708956.9fbbb2c0b14868d47d0ca4638ac6ae4bf412e3d79f00c4b2864f8f877400cdeb
EBS Kids,http://23.128.116.71:5589/live.php?id=ebskids_korea&h=23.128.116.71&p=22364&token=1768708956.ae9868a83102542c1e7623118e167cee23b87ea33c1f9be2981d8f4af2ecf7a6
CGNTV,http://23.128.116.71:5589/live.php?id=cgntv_korea&h=23.128.116.71&p=22364&token=1768708956.b97de1fb8db0d0c98a42bcbb9365dc874fb864d23b4744d42d449f5db3d6cbef
NHK-総合-2,http://23.128.116.71:5589/live.php?id=nhkg_japan&h=23.128.116.71&p=22364&token=1768708956.14f225cb6a32f7ff96ea57f3b487a4726cfb77b3dfabb79dd399c86734caf4a8
NHK-E,http://23.128.116.71:5589/live.php?id=nhke_japan&h=23.128.116.71&p=22364&token=1768708956.c4114ebfa5e4dbc85771dc7f9e3754c8ca36149535b108dd08dc0a1e1edbe590
テレビ朝日 Asahi TV,http://23.128.116.71:5589/live.php?id=asahitv_japan&h=23.128.116.71&p=22364&token=1768708956.20d76370485a5033947fc04b266a7a39bdcedc1ba7eabc6219d6bb71ac040ddf
JET 綜合,http://23.128.116.71:5589/live.php?id=jettv_japan&h=23.128.116.71&p=22364&token=1768708956.753cbb51c7ed3e9f3256730e8b3854d08e70da100da9a7751b68501f9ef25a52
テレビ東京 Tokyo TV,http://23.128.116.71:5589/live.php?id=tokyotv_japan&h=23.128.116.71&p=22364&token=1768708956.ab543d95e5793ddd689f78836c3d43c01f7b1051251d3b6836bdda4d293a89cf
TOKYOMX,http://23.128.116.71:5589/live.php?id=tokyomx_japan&h=23.128.116.71&p=22364&token=1768708956.e96ea1d8a6c0d5ead6bbf5f7577abc76d5dae7c68aa647dec7ea82fca27ccf4f
NHKBS1,http://23.128.116.71:5589/live.php?id=nhkbs1_japan&h=23.128.116.71&p=22364&token=1768708956.ebed735e55612d03b4af7eb3178fa05408ef8faf361fffe1fd70288a942ddebc
NHKBSプレミア Premium,http://23.128.116.71:5589/live.php?id=nhkpremium_japan&h=23.128.116.71&p=22364&token=1768708956.987792d9329ca825b737e8a12d904fd1a5fe8f70a6eda8708550c434cf1d9f73
BSジャパン 181,http://23.128.116.71:5589/live.php?id=bs181_japan&h=23.128.116.71&p=22364&token=1768708956.e833e5b8deb016fbf300f2786215ea9e6b3fc39e2bf3f5d5832598013fb1e29e
BSフジ BS Fuji,http://23.128.116.71:5589/live.php?id=bsfuji_japan&h=23.128.116.71&p=22364&token=1768708956.c0d90acc10000d34a0a626bad1069a76c4bfe38d1280f2c78b676ed8cb52d18a
CNA Japan,http://23.128.116.71:5589/live.php?id=cna_japan&h=23.128.116.71&p=22364&token=1768708956.d15e2529e3a2e27637790d9c1fbee4268a70a866fc0536854dd210b7ed002622
BS-TBS,http://23.128.116.71:5589/live.php?id=bstbs_japan&h=23.128.116.71&p=22364&token=1768708956.4c51c4e794971b6d2367fe008228b0e930653cd42563256399ccb5eda32899f1
NHK Oaska,http://23.128.116.71:5589/live.php?id=nhkosaka_japan&h=23.128.116.71&p=22364&token=1768708956.695952ffb1f6730a125b5824d7bff58df1816b2c5a81e42634292fe7e37a5cc4
NHK World,http://23.128.116.71:5589/live.php?id=nhkworld_japan&h=23.128.116.71&p=22364&token=1768708956.e8f0a7dc29ccd92122f3a036a5ceb4fc50f94d575d612ced00eeabe6ab202cf2
Sun TV HD,http://23.128.116.71:5589/live.php?id=Suntv&h=23.128.116.71&p=22364&token=1768708956.a1e96d330e032b251de2ace55222e0f7285fa0de5d21d03c36daf4ad24ad9b63
Star Vijay,http://23.128.116.71:5589/live.php?id=Starvijay&h=23.128.116.71&p=22364&token=1768708956.58c94a2de685e4399a2cbb544d05fb495674b1bb091ecf63b24b8d5de5db7055
Colors Tamil,http://23.128.116.71:5589/live.php?id=Colorstam&h=23.128.116.71&p=22364&token=1768708956.19609235739609f6ac48b50d7c90508b88659d078b2b46d52d5a0e20e6cc1af2
Sun Music,http://23.128.116.71:5589/live.php?id=Sunmusic&h=23.128.116.71&p=22364&token=1768708956.01d8bab13e860e712b5c40d5abc229ae0cbcbd4cf04970b9554c031a002bcb1e
Astro Sunlife,http://23.128.116.71:5589/live.php?id=Sunlife&h=23.128.116.71&p=22364&token=1768708956.875fb70b97efcce951254e985dc13e14a27ff24cbcf33c4658f7cad0f4619694
Astro Vaanavil,http://23.128.116.71:5589/live.php?id=Vaanavil&h=23.128.116.71&p=22364&token=1768708956.49bc160f7aca1130f10199f87aa8e7026a677e7817f119eb6255204e21f26c0a
Zee Tamil,http://23.128.116.71:5589/live.php?id=Zeetamil&h=23.128.116.71&p=22364&token=1768708956.9f1899095911dbf0dbb91b46f511eb2b531d232efe00f93f722a0e4cbe816219
Zee Business,http://23.128.116.71:5589/live.php?id=Zeebusiness&h=23.128.116.71&p=22364&token=1768708956.b839e0ee19082c91bffcea9ff3f03cf3c47e0d52b4c7edf13c723e647d4391b7
News 18 Tamil,http://23.128.116.71:5589/live.php?id=news18tamil_raj&h=23.128.116.71&p=22364&token=1768708956.3a4ea272841aad5a05ad1b16177af555beac81bdb4b3c10f7eee4ec544c31fcd
Adithya,http://23.128.116.71:5589/live.php?id=Adithya&h=23.128.116.71&p=22364&token=1768708956.cad2056ab695f621dd5fe9c4e1e9de6bb0c7871b574081755a6cca08536dde20
Makkal TV,http://23.128.116.71:5589/live.php?id=Makkaltv&h=23.128.116.71&p=22364&token=1768708956.694c7c772716e9cd00332db95a57a5e03c30ad6bd5a920a7206214de9fdc1836
Zee Action,http://23.128.116.71:5589/live.php?id=Zeeaction&h=23.128.116.71&p=22364&token=1768708956.179c65f7e52dec1884cd6188581884c443b4c16e7d690ba70d60a2e16331348b
Astro KTV,http://23.128.116.71:5589/live.php?id=Astroktv&h=23.128.116.71&p=22364&token=1768708956.50af82f4a872c6022af0a343404f500b452e54e9a6394a7efcb66cb085b777bb
Zee TV HD,http://23.128.116.71:5589/live.php?id=Zeetvhd&h=23.128.116.71&p=22364&token=1768708956.a640bd80b793bf85716f8360b6fdd850a2841ea52a33431ca63cd205aeb02017
Zee Cinema HD,http://23.128.116.71:5589/live.php?id=Zeecinemahd&h=23.128.116.71&p=22364&token=1768708956.60e013438f4d41e7529f41f6660a051ca103ea9b73db27c10e995f057a0839da
Color HD,http://23.128.116.71:5589/live.php?id=Colorhd&h=23.128.116.71&p=22364&token=1768708956.47eb2bef82d0e681ba8770e4f5dd33291873ab9669b01e7c8ae4866452373798
Starplus HD,http://23.128.116.71:5589/live.php?id=Starplushd&h=23.128.116.71&p=22364&token=1768708956.d9de1fa278b6d5c219021cd7bbe1b96de16981767a1041b56d30b9557f2cce8e
